	IDs	All_GEUVADIS
1426	ENSG00000107738	0.0155149
1427	ENSG00000107745	0.00268884
1428	ENSG00000107758	0.000854457
1429	ENSG00000107798	0.00563312
1430	ENSG00000107798	0.00313015
1431	ENSG00000107815	0.00165316
1432	ENSG00000107816	0.004723300000000001
1433	ENSG00000107854	0.00182302
1434	ENSG00000107862	0.00041457
1435	ENSG00000107874	0.000525062
1436	ENSG00000107897	0.00426739
1437	ENSG00000107929	0.0010663
1438	ENSG00000107937	0.00109956
1439	ENSG00000107949	0.0236239
1440	ENSG00000107949	0.00526783
1441	ENSG00000107951	0.00152513
1442	ENSG00000107957	0.00140743
1443	ENSG00000107959	0.014029900000000001
1444	ENSG00000107959	0.0125287
1445	ENSG00000107960	0.00435025
1446	ENSG00000107968	0.00624911
1447	ENSG00000108010	0.000561832
1448	ENSG00000108021	0.000645858
1449	ENSG00000108055	0.000275565
1450	ENSG00000108064	0.00128385
1451	ENSG00000108091	0.000700694
1452	ENSG00000108094	0.00129208
1453	ENSG00000108100	0.00370043
1454	ENSG00000108107	0.0248495
1455	ENSG00000108175	0.00179353
1456	ENSG00000108179	0.0014960000000000002
1457	ENSG00000108219	0.000938795
1458	ENSG00000108256	0.0008424760000000001
1459	ENSG00000108344	0.000566058
1460	ENSG00000108389	0.001092
1461	ENSG00000108395	0.000247973
1462	ENSG00000108433	0.00108533
1463	ENSG00000108439	0.00179852
1464	ENSG00000108443	0.00223363
1465	ENSG00000108465	0.000515616
1466	ENSG00000108468	0.00131922
1467	ENSG00000108469	0.00215346
1468	ENSG00000108474	0.000798077
1469	ENSG00000108474	0.0172441
1470	ENSG00000108509	0.00102359
1471	ENSG00000108510	0.000505011
1472	ENSG00000108518	0.00028849
1473	ENSG00000108523	0.00464386
1474	ENSG00000108528	0.0016969
1475	ENSG00000108557	0.00191218
1476	ENSG00000108559	0.00619192
1477	ENSG00000108559	0.00666634
1478	ENSG00000108561	0.00350852
1479	ENSG00000108561	0.00184531
1480	ENSG00000108578	0.000745105
1481	ENSG00000108578	0.000664313
1482	ENSG00000108587	0.000344739
1483	ENSG00000108588	0.00143326
1484	ENSG00000108588	0.00605925
1485	ENSG00000108591	0.000654836
1486	ENSG00000108592	0.00321137
1487	ENSG00000108599	0.000314227
1488	ENSG00000108639	0.0020288
1489	ENSG00000108651	0.00030957
1490	ENSG00000108654	0.00210663
1491	ENSG00000108669	0.00370924
1492	ENSG00000108771	0.027083
1493	ENSG00000108773	0.00177637
1494	ENSG00000108774	0.0029966
1495	ENSG00000108784	0.00524846
1496	ENSG00000108788	0.000348076
1497	ENSG00000108798	0.00399707
1498	ENSG00000108799	0.000308664
1499	ENSG00000108819	0.00386523
1500	ENSG00000108819	0.00145419
1501	ENSG00000108828	0.00720377
1502	ENSG00000108829	0.00108571
1503	ENSG00000108861	0.000868767
1504	ENSG00000108883	0.00077332
1505	ENSG00000108946	0.0009214410000000001
1506	ENSG00000108953	0.000556156
1507	ENSG00000108960	0.0111945
1508	ENSG00000108963	0.000908493
1509	ENSG00000108984	0.011086799999999999
1510	ENSG00000109046	0.00202643
1511	ENSG00000109062	0.0100196
1512	ENSG00000109065	0.00137323
1513	ENSG00000109084	0.00339462
1514	ENSG00000109103	0.000701795
1515	ENSG00000109111	0.000869144
1516	ENSG00000109133	0.000992099
1517	ENSG00000109184	0.00826223
1518	ENSG00000109320	0.000643835
1519	ENSG00000109323	0.00580515
1520	ENSG00000109332	0.00102052
1521	ENSG00000109445	0.00392957
1522	ENSG00000109466	0.000792684
1523	ENSG00000109534	0.00323068
1524	ENSG00000109536	0.042218599999999995
1525	ENSG00000109572	0.000451374
1526	ENSG00000109606	0.000817542
1527	ENSG00000109670	0.00657195
1528	ENSG00000109684	0.053617200000000004
1529	ENSG00000109685	0.000772795
1530	ENSG00000109756	0.00627643
1531	ENSG00000109775	0.00704469
1532	ENSG00000109787	0.033113300000000005
1533	ENSG00000109805	0.00174041
1534	ENSG00000109814	0.00703011
1535	ENSG00000109854	0.0142172
1536	ENSG00000109861	0.0190985
1537	ENSG00000109881	0.00034375300000000003
1538	ENSG00000109917	0.00131207
1539	ENSG00000109919	0.00113596
1540	ENSG00000109920	0.00488657
1541	ENSG00000109929	0.00501612
1542	ENSG00000109971	0.00103602
1543	ENSG00000110025	0.00244602
1544	ENSG00000110031	0.00831845
1545	ENSG00000110042	0.0239423
1546	ENSG00000110047	0.0063165
1547	ENSG00000110048	0.00026229
1548	ENSG00000110063	0.00720591
1549	ENSG00000110074	0.0129388
1550	ENSG00000110090	0.00340177
1551	ENSG00000110104	0.00314772
1552	ENSG00000110104	0.00302556
1553	ENSG00000110107	0.00238969
1554	ENSG00000110108	0.001301
1555	ENSG00000110200	0.000769177
1556	ENSG00000110218	0.00391236
1557	ENSG00000110274	0.00223637
1558	ENSG00000110315	0.00282555
1559	ENSG00000110324	0.00446746
1560	ENSG00000110328	0.0904409
1561	ENSG00000110330	0.00431936
1562	ENSG00000110344	0.000420842
1563	ENSG00000110367	0.00209847
1564	ENSG00000110395	0.00037390800000000005
1565	ENSG00000110422	0.00126857
1566	ENSG00000110429	0.00293372
1567	ENSG00000110435	0.00145281
1568	ENSG00000110446	0.00119959
1569	ENSG00000110497	0.00192582
1570	ENSG00000110514	0.00115379
1571	ENSG00000110583	0.0008736760000000001
1572	ENSG00000110619	0.00262768
1573	ENSG00000110651	0.00511838
1574	ENSG00000110660	0.00680054
1575	ENSG00000110693	0.0006986960000000001
1576	ENSG00000110700	0.00272458
1577	ENSG00000110711	0.000297718
1578	ENSG00000110713	0.000611887
1579	ENSG00000110717	0.00516489
1580	ENSG00000110719	0.000905243
1581	ENSG00000110721	0.004104399999999999
1582	ENSG00000110756	0.00124981
1583	ENSG00000110768	0.00339039
1584	ENSG00000110777	0.00196993
1585	ENSG00000110801	0.00127132
1586	ENSG00000110841	0.00598505
1587	ENSG00000110848	0.0032496
1588	ENSG00000110851	0.0006586319999999999
1589	ENSG00000110871	0.000825702
1590	ENSG00000110876	0.00831227
1591	ENSG00000110880	0.00587871
1592	ENSG00000110906	0.000876818
1593	ENSG00000110906	0.00146948
1594	ENSG00000110917	0.0009230989999999999
1595	ENSG00000110921	0.00222466
1596	ENSG00000110931	0.00553808
1597	ENSG00000110934	0.00619822
1598	ENSG00000110958	0.00346419
1599	ENSG00000111011	0.000685148
1600	ENSG00000111142	0.000479495
1601	ENSG00000111186	0.00630415
1602	ENSG00000111196	0.000990895
1603	ENSG00000111203	0.00196422
1604	ENSG00000111206	0.0007125619999999999
1605	ENSG00000111215	0.00348271
1606	ENSG00000111247	0.00141957
1607	ENSG00000111252	0.0008434769999999999
1608	ENSG00000111266	0.002837
1609	ENSG00000111269	0.00129594
1610	ENSG00000111276	0.00482958
1611	ENSG00000111300	0.00045915800000000004
1612	ENSG00000111335	0.00533059
1613	ENSG00000111348	0.00123924
1614	ENSG00000111358	0.00180375
1615	ENSG00000111361	0.00119298
1616	ENSG00000111364	0.00360783
1617	ENSG00000111371	0.00131231
1618	ENSG00000111412	0.00103739
1619	ENSG00000111424	0.00221074
1620	ENSG00000111445	0.0009665539999999999
1621	ENSG00000111481	0.00263146
1622	ENSG00000111530	0.000591692
1623	ENSG00000111540	0.0005893119999999999
1624	ENSG00000111581	0.00212394
1625	ENSG00000111602	0.00592997
1626	ENSG00000111605	0.00093055
1627	ENSG00000111615	0.00466751
1628	ENSG00000111639	0.00464737
1629	ENSG00000111640	0.00409532
1630	ENSG00000111642	0.00307555
1631	ENSG00000111652	0.00039836099999999996
1632	ENSG00000111666	0.06396990000000001
1633	ENSG00000111667	0.000590945
1634	ENSG00000111669	0.0206996
1635	ENSG00000111670	0.0010712999999999999
1636	ENSG00000111674	0.00600296
1637	ENSG00000111676	0.00167903
1638	ENSG00000111678	0.00160196
1639	ENSG00000111679	0.00177341
1640	ENSG00000111684	0.000941404
1641	ENSG00000111707	0.00115564
1642	ENSG00000111711	0.00246842
1643	ENSG00000111725	0.0177122
1644	ENSG00000111726	0.00131728
1645	ENSG00000111731	0.0007046689999999999
1646	ENSG00000111732	0.00204306
1647	ENSG00000111737	0.0009842969999999999
1648	ENSG00000111786	0.00148175
1649	ENSG00000111790	0.00214321
1650	ENSG00000111801	0.00454724
1651	ENSG00000111802	0.0009880730000000001
1652	ENSG00000111817	0.00239238
1653	ENSG00000111843	0.00491128
1654	ENSG00000111880	0.00468426
1655	ENSG00000111885	0.00168091
1656	ENSG00000111897	0.000375997
1657	ENSG00000111911	0.00052643
1658	ENSG00000111912	0.000605396
1659	ENSG00000111913	0.00115132
1660	ENSG00000111962	0.0544243
1661	ENSG00000112029	0.0009479530000000001
1662	ENSG00000112033	0.000816031
1663	ENSG00000112038	0.00390334
1664	ENSG00000112062	0.00175956
1665	ENSG00000112078	0.00124234
1666	ENSG00000112079	0.00122742
1667	ENSG00000112081	0.000816705
1668	ENSG00000112096	0.00548993
1669	ENSG00000112096	0.00390914
1670	ENSG00000112110	0.00162089
1671	ENSG00000112118	0.00127916
1672	ENSG00000112130	0.000298087
1673	ENSG00000112149	0.00492737
1674	ENSG00000112159	0.00101855
1675	ENSG00000112195	0.025657299999999997
1676	ENSG00000112200	0.00048682099999999997
1677	ENSG00000112237	0.000235497
1678	ENSG00000112245	0.000503408
1679	ENSG00000112249	0.00136737
1680	ENSG00000112294	0.0102443
1681	ENSG00000112297	0.0368406
1682	ENSG00000112303	0.00549848
1683	ENSG00000112304	0.00121736
1684	ENSG00000112305	0.000634934
1685	ENSG00000112306	0.00132185
1686	ENSG00000112308	0.00218131
1687	ENSG00000112309	0.00398901
1688	ENSG00000112312	0.00109495
1689	ENSG00000112339	0.000901653
1690	ENSG00000112343	0.00241893
1691	ENSG00000112365	0.000552953
1692	ENSG00000112367	0.00039266
1693	ENSG00000112486	0.00386567
1694	ENSG00000112561	0.00188754
1695	ENSG00000112576	0.00610503
1696	ENSG00000112578	0.00298036
1697	ENSG00000112584	0.00245316
1698	ENSG00000112592	0.00024828700000000003
1699	ENSG00000112624	0.000227593
1700	ENSG00000112658	0.000345694
1701	ENSG00000112679	0.07082630000000001
1702	ENSG00000112685	0.00836897
1703	ENSG00000112697	0.00384899
1704	ENSG00000112699	0.00267908
1705	ENSG00000112701	0.00208478
1706	ENSG00000112715	0.00560221
1707	ENSG00000112739	0.0007829089999999999
1708	ENSG00000112739	0.000649802
1709	ENSG00000112742	0.000625847
1710	ENSG00000112763	0.00041301300000000005
1711	ENSG00000112787	0.010423
1712	ENSG00000112851	0.0009576160000000001
1713	ENSG00000112893	0.00350491
1714	ENSG00000112941	0.00206833
1715	ENSG00000112972	0.00115504
1716	ENSG00000112977	0.00992295
1717	ENSG00000112983	0.00251378
1718	ENSG00000112992	0.00921314
1719	ENSG00000112996	0.00217302
1720	ENSG00000113013	0.000267415
1721	ENSG00000113048	0.0018182000000000003
1722	ENSG00000113068	0.000214085
1723	ENSG00000113108	0.0007997560000000001
1724	ENSG00000113140	0.0433059
1725	ENSG00000113161	0.000674393
1726	ENSG00000113163	0.000720112
1727	ENSG00000113194	0.00057497
1728	ENSG00000113272	0.00282653
1729	ENSG00000113282	0.00039831199999999995
1730	ENSG00000113300	0.00173438
1731	ENSG00000113318	0.0100116
1732	ENSG00000113328	0.00607703
1733	ENSG00000113356	0.000500349
1734	ENSG00000113360	0.00060795
1735	ENSG00000113368	0.0009138089999999999
1736	ENSG00000113384	0.00044107099999999997
1737	ENSG00000113387	0.00281399
1738	ENSG00000113407	0.00333147
1739	ENSG00000113441	0.000431375
1740	ENSG00000113504	0.176405
1741	ENSG00000113532	0.00090128
1742	ENSG00000113552	0.0006905110000000001
1743	ENSG00000113558	0.00661046
1744	ENSG00000113569	0.000935008
1745	ENSG00000113575	0.000710742
1746	ENSG00000113580	0.00108508
1747	ENSG00000113593	0.00481052
1748	ENSG00000113621	0.00298806
1749	ENSG00000113643	0.000798953
1750	ENSG00000113648	0.00146645
1751	ENSG00000113649	0.000493431
1752	ENSG00000113716	0.000624731
1753	ENSG00000113719	0.000384428
1754	ENSG00000113742	0.0015475
1755	ENSG00000113758	0.05237769999999999
1756	ENSG00000113761	0.000450351
1757	ENSG00000113811	0.00771349
1758	ENSG00000113812	0.00309246
1759	ENSG00000113845	0.00457079
1760	ENSG00000113971	0.00103431
1761	ENSG00000114013	0.00108754
1762	ENSG00000114021	0.00605381
1763	ENSG00000114026	0.00231233
1764	ENSG00000114026	0.00160562
1765	ENSG00000114120	0.0008185410000000001
1766	ENSG00000114125	0.00178482
1767	ENSG00000114127	0.000870808
1768	ENSG00000114166	0.00124347
1769	ENSG00000114268	0.000446741
1770	ENSG00000114302	0.0007758789999999999
1771	ENSG00000114316	0.0014200999999999999
1772	ENSG00000114331	0.0005096380000000001
1773	ENSG00000114346	0.00210698
1774	ENSG00000114354	0.00158464
1775	ENSG00000114423	0.00105355
1776	ENSG00000114439	0.000460872
1777	ENSG00000114480	0.00353982
1778	ENSG00000114491	0.00128058
1779	ENSG00000114503	0.000947192
1780	ENSG00000114520	0.00098555
1781	ENSG00000114544	0.0005009319999999999
1782	ENSG00000114573	0.00129489
1783	ENSG00000114650	0.00256813
1784	ENSG00000114735	0.00553213
1785	ENSG00000114738	0.0117875
1786	ENSG00000114742	0.00096386
1787	ENSG00000114744	0.0006655060000000001
1788	ENSG00000114745	0.0006904639999999999
1789	ENSG00000114850	0.00549892
1790	ENSG00000114857	0.00231759
1791	ENSG00000114867	0.000379186
1792	ENSG00000114902	0.000467509
1793	ENSG00000114904	0.00083916
1794	ENSG00000114956	0.001679
1795	ENSG00000114978	0.00167155
1796	ENSG00000115020	0.000610492
1797	ENSG00000115053	0.00033605699999999996
1798	ENSG00000115073	0.00208645
1799	ENSG00000115091	0.0014755999999999999
1800	ENSG00000115128	0.00107009
1801	ENSG00000115129	0.029495
1802	ENSG00000115159	0.00409919
1803	ENSG00000115165	0.00602405
1804	ENSG00000115207	0.00117192
1805	ENSG00000115232	0.00368605
1806	ENSG00000115233	0.0005993880000000001
1807	ENSG00000115234	0.00945672
1808	ENSG00000115239	0.00213644
1809	ENSG00000115239	0.00668577
1810	ENSG00000115241	0.00967284
1811	ENSG00000115267	0.0022001
1812	ENSG00000115271	0.00165851
1813	ENSG00000115275	0.000463359
1814	ENSG00000115282	0.00284984
1815	ENSG00000115286	0.00538762
1816	ENSG00000115295	0.00174489
1817	ENSG00000115306	0.00264317
1818	ENSG00000115307	0.00167723
1819	ENSG00000115310	0.00171397
1820	ENSG00000115350	0.00626681
1821	ENSG00000115355	0.00254469
1822	ENSG00000115364	0.00853839
1823	ENSG00000115365	0.000819025
1824	ENSG00000115368	0.000270105
1825	ENSG00000115392	0.00184921
1826	ENSG00000115415	0.000795154
1827	ENSG00000115419	0.0011595999999999998
1828	ENSG00000115425	0.000514477
1829	ENSG00000115446	0.0136963
1830	ENSG00000115464	0.000406977
1831	ENSG00000115484	0.00158927
1832	ENSG00000115520	0.00023989400000000002
1833	ENSG00000115524	0.000412836
1834	ENSG00000115548	0.000617341
1835	ENSG00000115561	0.00150102
1836	ENSG00000115604	0.027445499999999998
1837	ENSG00000115649	0.0031335
1838	ENSG00000115661	0.00292244
1839	ENSG00000115677	0.000835603
1840	ENSG00000115685	0.00474158
1841	ENSG00000115687	0.00444786
1842	ENSG00000115694	0.00109267
1843	ENSG00000115756	0.0140946
1844	ENSG00000115758	0.00179344
1845	ENSG00000115760	0.000494566
1846	ENSG00000115761	0.000713078
1847	ENSG00000115762	0.000794087
1848	ENSG00000115806	0.0008878919999999999
1849	ENSG00000115808	0.000644632
1850	ENSG00000115816	0.00196258
1851	ENSG00000115825	0.043586400000000004
1852	ENSG00000115827	0.00065533
1853	ENSG00000115839	0.000901012
1854	ENSG00000115839	0.000979642
1855	ENSG00000115840	0.0006983839999999999
1856	ENSG00000115884	0.186892
1857	ENSG00000115902	0.0190142
1858	ENSG00000115919	0.00980798
1859	ENSG00000115942	0.00174452
1860	ENSG00000115944	0.00122911
1861	ENSG00000115946	0.00311341
1862	ENSG00000115947	0.000883369
1863	ENSG00000115956	0.0022434
1864	ENSG00000115966	0.000218132
1865	ENSG00000115970	0.0009521460000000001
1866	ENSG00000115993	0.000465663
1867	ENSG00000116001	0.00140829
1868	ENSG00000116017	0.00116166
1869	ENSG00000116062	0.000492797
1870	ENSG00000116062	0.00233993
1871	ENSG00000116120	0.000772252
1872	ENSG00000116127	0.00532714
1873	ENSG00000116133	0.00421412
1874	ENSG00000116157	0.145925
1875	ENSG00000116161	0.00109996
1876	ENSG00000116171	0.00198896
1877	ENSG00000116191	0.0007919180000000001
1878	ENSG00000116198	0.00106432
1879	ENSG00000116199	0.00056576
1880	ENSG00000116212	0.00154516
1881	ENSG00000116213	0.00315917
1882	ENSG00000116221	0.0008508669999999999
1883	ENSG00000116237	0.00138855
1884	ENSG00000116260	0.00688699
1885	ENSG00000116266	0.00154276
1886	ENSG00000116273	0.00104211
1887	ENSG00000116288	0.00237345
1888	ENSG00000116337	0.00141566
1889	ENSG00000116350	0.0018189
1890	ENSG00000116353	0.00562531
1891	ENSG00000116406	0.00776719
1892	ENSG00000116455	0.00811853
1893	ENSG00000116459	0.00281295
1894	ENSG00000116473	0.010678
1895	ENSG00000116489	0.00131601
1896	ENSG00000116497	0.00039364699999999995
1897	ENSG00000116514	0.0006915710000000001
1898	ENSG00000116521	0.000585777
1899	ENSG00000116560	0.00108235
1900	ENSG00000116580	0.00196578
1901	ENSG00000116584	0.0007647660000000001
1902	ENSG00000116586	0.000250314
1903	ENSG00000116604	0.000665817
1904	ENSG00000116641	0.00987549
1905	ENSG00000116663	0.00194298
1906	ENSG00000116679	0.00737442
1907	ENSG00000116685	0.00056479
1908	ENSG00000116688	0.00166115
1909	ENSG00000116691	0.000312754
1910	ENSG00000116698	0.000270475
1911	ENSG00000116701	0.00973214
1912	ENSG00000116704	0.000351909
1913	ENSG00000116731	0.00152501
1914	ENSG00000116747	0.000542023
1915	ENSG00000116752	0.00112685
1916	ENSG00000116761	0.0443806
1917	ENSG00000116771	0.025527099999999997
1918	ENSG00000116786	0.00038645199999999997
1919	ENSG00000116786	0.000509278
1920	ENSG00000116791	0.0359654
1921	ENSG00000116793	0.00139991
1922	ENSG00000116809	0.0007508980000000001
1923	ENSG00000116815	0.00675146
1924	ENSG00000116830	0.00102474
1925	ENSG00000116852	0.0033241
1926	ENSG00000116857	0.00715127
1927	ENSG00000116871	0.00187093
1928	ENSG00000116874	0.00265334
1929	ENSG00000116898	0.00082472
1930	ENSG00000116906	0.00035078
1931	ENSG00000116922	0.0016801
1932	ENSG00000116954	0.0009930380000000001
1933	ENSG00000116962	0.0453467
1934	ENSG00000116977	0.00288895
1935	ENSG00000116984	0.000429085
1936	ENSG00000117000	0.000304282
1937	ENSG00000117009	0.010956299999999999
1938	ENSG00000117054	0.00241995
1939	ENSG00000117090	0.00144303
1940	ENSG00000117091	0.00360074
1941	ENSG00000117133	0.00739656
1942	ENSG00000117174	0.0041906999999999995
1943	ENSG00000117222	0.00028250000000000004
1944	ENSG00000117228	0.00289837
1945	ENSG00000117280	0.00904976
1946	ENSG00000117298	0.00236038
1947	ENSG00000117305	0.00159472
1948	ENSG00000117318	0.00910798
1949	ENSG00000117322	0.013271600000000001
1950	ENSG00000117335	0.00241465
1951	ENSG00000117362	0.00146981
1952	ENSG00000117362	0.00121732
1953	ENSG00000117385	0.000372517
1954	ENSG00000117394	0.0118306
1955	ENSG00000117395	0.00038523400000000003
1956	ENSG00000117408	0.0007103810000000001
1957	ENSG00000117410	0.00392005
1958	ENSG00000117411	0.00034061800000000005
1959	ENSG00000117448	0.00073627
1960	ENSG00000117461	0.00553697
1961	ENSG00000117481	0.00591034
1962	ENSG00000117500	0.00143044
1963	ENSG00000117505	0.000569359
1964	ENSG00000117519	0.130847
1965	ENSG00000117523	0.000631568
1966	ENSG00000117528	0.00174257
1967	ENSG00000117569	0.00675193
1968	ENSG00000117586	0.00520051
1969	ENSG00000117592	0.00259625
1970	ENSG00000117593	0.000466989
1971	ENSG00000117597	0.00208276
1972	ENSG00000117614	0.000192046
1973	ENSG00000117616	0.00110293
1974	ENSG00000117625	0.000999805
1975	ENSG00000117640	0.000316122
1976	ENSG00000117676	0.0007826189999999999
1977	ENSG00000117682	0.00040189800000000003
1978	ENSG00000117691	0.00356422
1979	ENSG00000117697	0.00242186
1980	ENSG00000117713	0.000295266
1981	ENSG00000117724	0.000801814
1982	ENSG00000117748	0.00106784
1983	ENSG00000117859	0.00221829
1984	ENSG00000117862	0.000250065
1985	ENSG00000117868	0.00420379
1986	ENSG00000117877	0.00148542
1987	ENSG00000117899	0.000652688
1988	ENSG00000117906	0.0008299339999999999
1989	ENSG00000117984	0.00284844
1990	ENSG00000117984	0.0107523
1991	ENSG00000118007	0.00122058
1992	ENSG00000118096	0.00928875
1993	ENSG00000118181	0.00599318
1994	ENSG00000118193	0.0010789
1995	ENSG00000118197	0.00327117
1996	ENSG00000118217	0.00101577
1997	ENSG00000118242	0.00277756
1998	ENSG00000118246	0.00160334
1999	ENSG00000118276	0.00143365
2000	ENSG00000118308	0.00552745
2001	ENSG00000118418	0.00509596
2002	ENSG00000118503	0.00113275
2003	ENSG00000118564	0.00134462
2004	ENSG00000118579	0.00142309
2005	ENSG00000118640	0.0028891
2006	ENSG00000118680	0.00415247
2007	ENSG00000118705	0.000506348
2008	ENSG00000118707	0.00149198
2009	ENSG00000118816	0.000585901
2010	ENSG00000118855	0.00100388
2011	ENSG00000118873	0.0024504
2012	ENSG00000118900	0.000471057
2013	ENSG00000118960	0.000610561
2014	ENSG00000118961	0.00092476
2015	ENSG00000118971	0.00192424
2016	ENSG00000118985	0.00464258
2017	ENSG00000119041	0.000960095
2018	ENSG00000119139	0.00415422
2019	ENSG00000119231	0.000420587
2020	ENSG00000119285	0.000726917
2021	ENSG00000119314	0.00636851
2022	ENSG00000119318	0.00134131
2023	ENSG00000119321	0.000815693
2024	ENSG00000119326	0.00216271
2025	ENSG00000119333	0.0096507
2026	ENSG00000119383	0.00311713
2027	ENSG00000119392	0.00251015
2028	ENSG00000119392	0.00312085
2029	ENSG00000119397	0.0006938510000000001
2030	ENSG00000119401	0.00044753699999999997
2031	ENSG00000119402	0.00145242
2032	ENSG00000119403	0.00213473
2033	ENSG00000119408	0.00242422
2034	ENSG00000119414	0.0007125930000000001
2035	ENSG00000119421	0.00181542
2036	ENSG00000119431	0.00320981
2037	ENSG00000119446	0.00128406
2038	ENSG00000119471	0.0090227
2039	ENSG00000119487	0.000771695
2040	ENSG00000119522	0.00198815
2041	ENSG00000119523	0.000738568
2042	ENSG00000119537	0.000390514
2043	ENSG00000119596	0.000492824
2044	ENSG00000119599	0.0194965
2045	ENSG00000119636	0.00526426
2046	ENSG00000119638	0.00140893
2047	ENSG00000119640	0.00313852
2048	ENSG00000119669	0.00945212
2049	ENSG00000119682	0.000608766
2050	ENSG00000119684	0.00570693
2051	ENSG00000119685	0.00761419
2052	ENSG00000119688	0.0008159069999999999
2053	ENSG00000119688	0.0005958690000000001
2054	ENSG00000119689	0.00368274
2055	ENSG00000119705	0.0212671
2056	ENSG00000119705	0.00103569
2057	ENSG00000119707	0.00165812
2058	ENSG00000119718	0.000834942
2059	ENSG00000119723	0.00732063
2060	ENSG00000119725	0.00261804
2061	ENSG00000119729	0.000312272
2062	ENSG00000119772	0.00030481
2063	ENSG00000119777	0.000245945
2064	ENSG00000119787	0.000568108
2065	ENSG00000119801	0.00120533
2066	ENSG00000119812	0.0007130210000000001
2067	ENSG00000119844	0.0009936889999999999
2068	ENSG00000119906	0.0010106
2069	ENSG00000119922	0.000703748
2070	ENSG00000119929	0.00083924
2071	ENSG00000119950	0.00461834
2072	ENSG00000119953	0.00109862
2073	ENSG00000119969	0.0007317339999999999
2074	ENSG00000119977	0.00682926
2075	ENSG00000120008	0.000994299
2076	ENSG00000120029	0.00206186
2077	ENSG00000120053	0.00112373
2078	ENSG00000120063	0.000452323
2079	ENSG00000120137	0.000818087
2080	ENSG00000120158	0.00105103
2081	ENSG00000120159	0.000764373
2082	ENSG00000120217	0.000650292
2083	ENSG00000120253	0.00802377
2084	ENSG00000120254	0.0140461
2085	ENSG00000120254	0.000898369
2086	ENSG00000120265	0.000752697
2087	ENSG00000120306	0.0134965
2088	ENSG00000120314	0.00038114
2089	ENSG00000120333	0.00250983
2090	ENSG00000120370	0.00330025
2091	ENSG00000120437	0.00119512
2092	ENSG00000120438	0.00147304
2093	ENSG00000120451	0.00294585
2094	ENSG00000120526	0.0013003000000000001
2095	ENSG00000120539	0.00104391
2096	ENSG00000120647	0.001105
2097	ENSG00000120662	0.00026319900000000004
2098	ENSG00000120675	0.0895383
2099	ENSG00000120685	0.000315535
2100	ENSG00000120686	0.00063151
2101	ENSG00000120690	0.000634914
2102	ENSG00000120694	0.00192714
2103	ENSG00000120699	0.00137375
2104	ENSG00000120705	0.0008243360000000001
2105	ENSG00000120709	0.0008471889999999999
2106	ENSG00000120725	0.00325712
2107	ENSG00000120733	0.000738336
2108	ENSG00000120742	0.00101876
2109	ENSG00000120742	0.00103412
2110	ENSG00000120800	0.00159723
2111	ENSG00000120802	0.000725883
2112	ENSG00000120805	0.0005250519999999999
2113	ENSG00000120860	0.015344700000000001
2114	ENSG00000120868	0.00424139
2115	ENSG00000120875	0.00213477
2116	ENSG00000120889	0.00124843
2117	ENSG00000120889	0.00095482
2118	ENSG00000120896	0.07808179999999999
2119	ENSG00000120899	0.0035216
2120	ENSG00000120915	0.115649
2121	ENSG00000120949	0.00193963
2122	ENSG00000121022	0.00431101
2123	ENSG00000121057	0.00108739
2124	ENSG00000121060	0.00406207
2125	ENSG00000121064	0.00042727
2126	ENSG00000121067	0.00279962
2127	ENSG00000121073	0.000604393
2128	ENSG00000121152	0.00341342
2129	ENSG00000121210	0.00110861
2130	ENSG00000121281	0.00427607
2131	ENSG00000121390	0.000249455
2132	ENSG00000121486	0.00386646
2133	ENSG00000121542	0.000260225
2134	ENSG00000121578	0.0087993
2135	ENSG00000121578	0.000378074
2136	ENSG00000121579	0.000990283
2137	ENSG00000121594	0.000747423
2138	ENSG00000121621	0.00117895
2139	ENSG00000121644	0.00328004
2140	ENSG00000121671	0.000246708
2141	ENSG00000121680	0.00111955
2142	ENSG00000121691	0.00430449
2143	ENSG00000121716	0.013349799999999998
2144	ENSG00000121741	0.00030115599999999996
2145	ENSG00000121749	0.000677385
2146	ENSG00000121766	0.00231134
2147	ENSG00000121775	0.000638291
2148	ENSG00000121858	0.014279
2149	ENSG00000121864	0.0037454
2150	ENSG00000121879	0.00264285
2151	ENSG00000121892	0.00378615
2152	ENSG00000121895	0.09556039999999999
2153	ENSG00000121897	0.00102415
2154	ENSG00000121931	0.00359879
2155	ENSG00000121940	0.0023643
2156	ENSG00000121940	0.000641582
2157	ENSG00000121964	0.000249972
2158	ENSG00000122008	0.00142195
2159	ENSG00000122026	0.0884554
2160	ENSG00000122033	0.00041042
2161	ENSG00000122034	0.00668131
2162	ENSG00000122042	0.00212937
2163	ENSG00000122068	0.00343002
2164	ENSG00000122085	0.00881046
2165	ENSG00000122085	0.000449225
2166	ENSG00000122140	0.00166573
2167	ENSG00000122203	0.00213816
2168	ENSG00000122218	0.0010228
2169	ENSG00000122223	0.09848689999999999
2170	ENSG00000122224	0.0207792
2171	ENSG00000122257	0.00118231
2172	ENSG00000122299	0.00216569
2173	ENSG00000122359	0.00217924
2174	ENSG00000122417	0.0009761310000000001
2175	ENSG00000122432	0.0013551
2176	ENSG00000122481	0.000624148
2177	ENSG00000122483	0.0104416
2178	ENSG00000122490	0.0022887
2179	ENSG00000122512	0.00117528
2180	ENSG00000122515	0.00147077
2181	ENSG00000122550	0.00339922
2182	ENSG00000122557	0.00344829
